Date,F.Y,QUARTER,P_NO,PAYMENT TYPE,TYPE OF PRODUCT,Quantity,Price,Amount,TYPE OF ACCESSORY/MOBILE
5/19/2018,2018-2019,1,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
5/19/2018,2018-2019,1,P/M/A55,CASH,MOBILE,1,6812.5,7312.5,BUDGET PHONE
5/19/2018,2018-2019,1,P/M/A62,DEBIT,MOBILE,1,14232.14,14732.14,BUDGET PHONE
5/20/2018,2018-2019,1,P/A/17,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
5/20/2018,2018-2019,1,P/A/17,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
5/20/2018,2018-2019,1,P/A/18,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
5/20/2018,2018-2019,1,P/M/A25,CREDIT,MOBILE,1,1285.72,1785.72,BUDGET PHONE
5/20/2018,2018-2019,1,P/M/A29,CREDIT,MOBILE,30,410.71,27321.42,BUDGET PHONE
5/20/2018,2018-2019,1,P/M/A38,MOBILE PAYMENTS,MOBILE,1,38250,38750,PREMIUM MIDRANGE PHONE
5/20/2018,2018-2019,1,P/M/A61,MOBILE PAYMENTS,MOBILE,1,8160.72,8660.72,BUDGET PHONE
5/22/2018,2018-2019,1,P/A/18,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
5/22/2018,2018-2019,1,P/A/18,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
5/22/2018,2018-2019,1,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,1838.98,2338.98,COVER
5/22/2018,2018-2019,1,P/A/35,CREDIT,ACCESSORY,1,1618.64,2118.64,COVER
5/22/2018,2018-2019,1,P/M/A24,DEBIT,MOBILE,1,950.9,1450.9,BUDGET PHONE
5/23/2018,2018-2019,1,P/A/18,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
5/23/2018,2018-2019,1,P/A/7,MOBILE PAYMENTS,ACCESSORY,1,4584.74,5084.74,GALAXY WATCH
5/23/2018,2018-2019,1,P/M/A33,CREDIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
5/23/2018,2018-2019,1,P/M/A33,DEBIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
5/23/2018,2018-2019,1,P/M/A54,MOBILE PAYMENTS,MOBILE,1,6375,6875,BUDGET PHONE
5/23/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12000,12500,BUDGET PHONE
5/25/2018,2018-2019,1,P/M/A23,CREDIT,MOBILE,1,750,1250,BUDGET PHONE
5/25/2018,2018-2019,1,P/M/A34,CASH,MOBILE,1,12803.58,13303.58,BUDGET PHONE
5/25/2018,2018-2019,1,P/M/A40,DEBIT,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
5/25/2018,2018-2019,1,P/M/A61,CREDIT,MOBILE,1,8160.72,8660.72,BUDGET PHONE
5/26/2018,2018-2019,1,P/M/A53,DEBIT,MOBILE,1,5026.78,5526.78,BUDGET PHONE
5/27/2018,2018-2019,1,P/A/18,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
5/27/2018,2018-2019,1,P/M/A34,CREDIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
5/28/2018,2018-2019,1,P/A/35,CASH,ACCESSORY,1,1745.76,2245.76,COVER
5/28/2018,2018-2019,1,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,1618.64,2118.64,COVER
5/28/2018,2018-2019,1,P/A/38,DEBIT,ACCESSORY,1,2042.38,2542.38,COVER
5/28/2018,2018-2019,1,P/M/A34,CREDIT,MOBILE,1,12803.58,13303.58,BUDGET PHONE
5/28/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12000,12500,BUDGET PHONE
5/28/2018,2018-2019,1,P/M/A59,CASH,MOBILE,1,12000,12500,BUDGET PHONE
5/28/2018,2018-2019,1,P/M/A62,CREDIT,MOBILE,1,14232.14,14732.14,BUDGET PHONE
5/29/2018,2018-2019,1,P/M/A19,DEBIT,MOBILE,1,30741.08,31241.08,PREMIUM MIDRANGE PHONE
5/29/2018,2018-2019,1,P/M/A42,DEBIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
5/30/2018,2018-2019,1,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
5/30/2018,2018-2019,1,P/M/A42,MOBILE PAYMENTS,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
5/30/2018,2018-2019,1,P/M/A43,MOBILE PAYMENTS,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
5/30/2018,2018-2019,1,P/M/A59,DEBIT,MOBILE,1,14232.14,14732.14,BUDGET PHONE
5/30/2018,2018-2019,1,P/M/A62,DEBIT,MOBILE,1,14232.14,14732.14,BUDGET PHONE
5/31/2018,2018-2019,1,P/M/A25,MOBILE PAYMENTS,MOBILE,1,1285.72,1785.72,BUDGET PHONE
4/5/2019,2019-2020,1,P/M/A7,DEBIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
5/31/2018,2018-2019,1,P/M/A33,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
5/31/2018,2018-2019,1,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
6/1/2018,2018-2019,1,P/A/38,CREDIT,ACCESSORY,1,2127.12,2627.12,COVER
6/1/2018,2018-2019,1,P/A/47,CREDIT,ACCESSORY,1,1618.64,2118.64,WIRELESS HEADSET
6/2/2018,2018-2019,1,P/A/35,CREDIT,ACCESSORY,1,2295.76,2795.76,COVER
4/7/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/2/2018,2018-2019,1,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
6/2/2018,2018-2019,1,P/M/A40,CASH,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/2/2018,2018-2019,1,P/M/A40,CASH,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/2/2018,2018-2019,1,P/M/A53,DEBIT,MOBILE,1,5035.72,5535.72,BUDGET PHONE
6/2/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,12000,12500,BUDGET PHONE
6/2/2018,2018-2019,1,P/M/A59,CASH,MOBILE,1,12000,12500,BUDGET PHONE
6/3/2018,2018-2019,1,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,516.1,1016.1,CHARGER 
4/12/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
4/20/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/3/2018,2018-2019,1,P/M/A43,DEBIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
6/3/2018,2018-2019,1,P/M/A61,CREDIT,MOBILE,1,8160.72,8660.72,BUDGET PHONE
4/21/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/4/2018,2018-2019,1,P/M/A42,CREDIT,MOBILE,1,51196.42,51696.42,FLAGSHIP PHONE
6/4/2018,2018-2019,1,P/M/A42,DEBIT,MOBILE,1,51196.43,51696.43,FLAGSHIP PHONE
6/5/2018,2018-2019,1,P/A/9,DEBIT,ACCESSORY,1,18983.06,19483.06,GALAXY WATCH
6/5/2018,2018-2019,1,P/M/A55,MOBILE PAYMENTS,MOBILE,1,6375,6875,BUDGET PHONE
6/5/2018,2018-2019,1,P/M/A55,DEBIT,MOBILE,1,6375,6875,BUDGET PHONE
6/5/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,12000,12500,BUDGET PHONE
6/5/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,14232.14,14732.14,BUDGET PHONE
6/5/2018,2018-2019,1,P/M/A59,DEBIT,MOBILE,1,14232.14,14732.14,BUDGET PHONE
4/21/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
4/24/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/6/2018,2018-2019,1,P/A/9,MOBILE PAYMENTS,ACCESSORY,1,18983.06,19483.06,GALAXY WATCH
6/6/2018,2018-2019,1,P/A/9,MOBILE PAYMENTS,ACCESSORY,1,18983.06,19483.06,GALAXY WATCH
6/6/2018,2018-2019,1,P/M/A40,CREDIT,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/6/2018,2018-2019,1,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
6/6/2018,2018-2019,1,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
6/6/2018,2018-2019,1,P/M/A59,CASH,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/7/2018,2018-2019,1,P/A/35,CASH,ACCESSORY,1,2041.52,2541.52,COVER
4/28/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
5/5/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/8/2018,2018-2019,1,P/A/48,CASH,ACCESSORY,1,770.34,1270.34,WIRELESS HEADSET
6/8/2018,2018-2019,1,P/M/A34,MOBILE PAYMENTS,MOBILE,1,12803.58,13303.58,BUDGET PHONE
6/9/2018,2018-2019,1,P/M/A32,MOBILE PAYMENTS,MOBILE,1,13339.28,13839.28,BUDGET PHONE
6/9/2018,2018-2019,1,P/M/A40,CASH,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/9/2018,2018-2019,1,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
6/10/2018,2018-2019,1,P/M/A22,MOBILE PAYMENTS,MOBILE,1,29848.22,30348.22,PREMIUM MIDRANGE PHONE
6/10/2018,2018-2019,1,P/M/A42,CREDIT,MOBILE,1,54767.86,55267.86,FLAGSHIP PHONE
6/11/2018,2018-2019,1,P/M/A24,MOBILE PAYMENTS,MOBILE,1,928.58,1428.58,BUDGET PHONE
6/11/2018,2018-2019,1,P/M/A55,CREDIT,MOBILE,1,6196.42,6696.42,BUDGET PHONE
6/11/2018,2018-2019,1,P/M/A59,DEBIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/12/2018,2018-2019,1,P/A/18,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/12/2018,2018-2019,1,P/A/35,CREDIT,ACCESSORY,1,1788.14,2288.14,COVER
5/12/2019,2019-2020,1,P/M/A7,CASH,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/12/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,14223.22,14723.22,BUDGET PHONE
6/12/2018,2018-2019,1,P/M/A62,CASH,MOBILE,1,14232.14,14732.14,BUDGET PHONE
6/12/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,5,12089.29,62946.43,BUDGET PHONE
6/13/2018,2018-2019,1,P/A/22,MOBILE PAYMENTS,ACCESSORY,1,516.1,1016.1,CHARGER 
5/17/2019,2019-2020,1,P/M/A7,CASH,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/13/2018,2018-2019,1,P/M/A23,CASH,MOBILE,1,750,1250,BUDGET PHONE
5/24/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/13/2018,2018-2019,1,P/M/A43,MOBILE PAYMENTS,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
6/14/2018,2018-2019,1,P/A/35,CREDIT,ACCESSORY,1,1788.14,2288.14,COVER
5/25/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/14/2018,2018-2019,1,P/M/A24,DEBIT,MOBILE,1,928.58,1428.58,BUDGET PHONE
6/15/2018,2018-2019,1,P/A/30,CASH,ACCESSORY,1,1618.64,2118.64,COVER
5/27/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/15/2018,2018-2019,1,P/M/A53,MOBILE PAYMENTS,MOBILE,1,4866.08,5366.08,BUDGET PHONE
6/15/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/15/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/16/2018,2018-2019,1,P/A/18,DEBIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/16/2018,2018-2019,1,P/A/51,DEBIT,ACCESSORY,1,431.36,931.36,WIRELESS HEADSET
6/16/2018,2018-2019,1,P/M/A23,MOBILE PAYMENTS,MOBILE,1,794.64,1294.64,BUDGET PHONE
6/16/2018,2018-2019,1,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
6/16/2018,2018-2019,1,P/M/A31,CREDIT,MOBILE,1,10125,10625,BUDGET PHONE
6/16/2018,2018-2019,1,P/M/A55,CASH,MOBILE,1,6375,6875,BUDGET PHONE
6/16/2018,2018-2019,1,P/M/A61,CASH,MOBILE,1,8249.1,8749.1,BUDGET PHONE
6/16/2018,2018-2019,1,P/M/A61,CREDIT,MOBILE,1,8160.72,8660.72,BUDGET PHONE
5/27/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/17/2018,2018-2019,1,P/M/A40,DEBIT,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/17/2018,2018-2019,1,P/M/A59,DEBIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
5/28/2019,2019-2020,1,P/M/A7,CREDIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/17/2018,2018-2019,1,P/T/S1,CREDIT,TABLET,1,7550.84,8050.84,BUDGET TABLET
6/17/2018,2018-2019,1,P/T/S1,DEBIT,TABLET,1,7550.84,8050.84,BUDGET TABLET
6/17/2018,2018-2019,1,P/T/S1,MOBILE PAYMENTS,TABLET,1,7550.84,8050.84,BUDGET TABLET
6/18/2018,2018-2019,1,P/M/A24,CREDIT,MOBILE,1,973.22,1473.22,BUDGET PHONE
6/18/2018,2018-2019,1,P/M/A40,MOBILE PAYMENTS,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/18/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/18/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/19/2018,2018-2019,1,P/A/26,CREDIT,ACCESSORY,1,2295.76,2795.76,CHARGER 
6/19/2018,2018-2019,1,P/A/35,CREDIT,ACCESSORY,1,2295.76,2795.76,COVER
6/1/2019,2019-2020,1,P/M/A7,DEBIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/19/2018,2018-2019,1,P/M/A43,CREDIT,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
6/19/2018,2018-2019,1,P/M/A59,DEBIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/19/2018,2018-2019,1,P/M/A59,DEBIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/20/2018,2018-2019,1,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
6/20/2018,2018-2019,1,P/M/A55,CREDIT,MOBILE,1,6375,6875,BUDGET PHONE
6/20/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/20/2018,2018-2019,1,P/T/S1,DEBIT,TABLET,1,7550.84,8050.84,BUDGET TABLET
6/21/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,14223.22,14723.22,BUDGET PHONE
6/21/2018,2018-2019,1,P/M/A61,MOBILE PAYMENTS,MOBILE,1,8160.72,8660.72,BUDGET PHONE
6/22/2018,2018-2019,1,P/A/35,MOBILE PAYMENTS,ACCESSORY,1,2042.38,2542.38,COVER
6/22/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,14223.22,14723.22,BUDGET PHONE
6/23/2018,2018-2019,1,P/A/18,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/23/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/24/2018,2018-2019,1,P/A/38,MOBILE PAYMENTS,ACCESSORY,1,2211.86,2711.86,COVER
6/24/2018,2018-2019,1,P/A/8,DEBIT,ACCESSORY,1,23652.54,24152.54,GALAXY WATCH
6/24/2018,2018-2019,1,P/M/A43,CASH,MOBILE,1,61017.86,61517.86,FLAGSHIP PHONE
6/24/2018,2018-2019,1,P/M/A59,CASH,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/24/2018,2018-2019,1,P/M/A59,CASH,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/24/2018,2018-2019,1,P/M/A74,DEBIT,MOBILE,1,59232.14,59732.14,FLAGSHIP PHONE
6/25/2018,2018-2019,1,P/A/18,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/25/2018,2018-2019,1,P/M/A25,CASH,MOBILE,1,1285.72,1785.72,BUDGET PHONE
6/25/2018,2018-2019,1,P/M/A33,CREDIT,MOBILE,1,11098.22,11598.22,BUDGET PHONE
6/25/2018,2018-2019,1,P/M/A40,MOBILE PAYMENTS,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/26/2018,2018-2019,1,P/A/18,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
6/26/2018,2018-2019,1,P/A/18,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/26/2018,2018-2019,1,P/A/22,CASH,ACCESSORY,1,516.1,1016.1,CHARGER 
6/26/2018,2018-2019,1,P/M/A32,MOBILE PAYMENTS,MOBILE,1,11910.72,12410.72,BUDGET PHONE
6/26/2018,2018-2019,1,P/M/A33,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
6/26/2018,2018-2019,1,P/M/A40,CREDIT,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/27/2018,2018-2019,1,P/A/18,CREDIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/27/2018,2018-2019,1,P/A/38,CREDIT,ACCESSORY,1,2042.38,2542.38,COVER
6/27/2018,2018-2019,1,P/M/A33,DEBIT,MOBILE,1,9232.14,9732.14,BUDGET PHONE
6/27/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,14223.22,14723.22,BUDGET PHONE
6/27/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/27/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/28/2018,2018-2019,1,P/A/35,CASH,ACCESSORY,1,2295.76,2795.76,COVER
6/28/2018,2018-2019,1,P/M/A43,CREDIT,MOBILE,1,57446.42,57946.42,FLAGSHIP PHONE
6/28/2018,2018-2019,1,P/M/A59,MOBILE PAYMENTS,MOBILE,1,11098.22,11598.22,BUDGET PHONE
6/29/2018,2018-2019,1,P/A/18,MOBILE PAYMENTS,ACCESSORY,1,685.6,1185.6,BATTERY
6/29/2018,2018-2019,1,P/A/47,CASH,ACCESSORY,1,2041.52,2541.52,WIRELESS HEADSET
6/2/2019,2019-2020,1,P/M/A7,CASH,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/29/2018,2018-2019,1,P/M/A40,CREDIT,MOBILE,1,40562.5,41062.5,PREMIUM MIDRANGE PHONE
6/3/2019,2019-2020,1,P/M/A7,MOBILE PAYMENTS,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/30/2018,2018-2019,1,P/A/18,DEBIT,ACCESSORY,1,685.6,1185.6,BATTERY
6/30/2018,2018-2019,1,P/A/8,CASH,ACCESSORY,1,23652.54,24152.54,GALAXY WATCH
6/3/2019,2019-2020,1,P/M/A7,DEBIT,MOBILE,1,14669.64,15169.64,MIDRANGE PHONE
6/30/2018,2018-2019,1,P/M/A57,CREDIT,MOBILE,1,7973.22,8473.22,BUDGET PHONE
6/30/2018,2018-2019,1,P/M/A59,CREDIT,MOBILE,1,11991.08,12491.08,BUDGET PHONE
6/30/2018,2018-2019,1,P/T/S1,CASH,TABLET,1,7550.84,8050.84,BUDGET TABLET
4/7/2018,2018-2019,1,P/T/S4,CASH,TABLET,1,14754.24,15254.24,MIDRANGE TAB
4/15/2018,2018-2019,1,P/T/S4,CREDIT,TABLET,1,14754.24,15254.24,MIDRANGE TAB
4/19/2018,2018-2019,1,P/T/S4,CASH,TABLET,1,14754.24,15254.24,MIDRANGE TAB
6/5/2018,2018-2019,1,P/T/S4,DEBIT,TABLET,1,14754.24,15254.24,MIDRANGE TAB
6/30/2018,2018-2019,1,P/T/S4,MOBILE PAYMENTS,TABLET,1,14754.24,15254.24,MIDRANGE TAB
5/3/2019,2019-2020,1,P/T/S4,MOBILE PAYMENTS,TABLET,1,14754.24,15254.24,MIDRANGE TAB
5/27/2018,2018-2019,1,P/M/A63,DEBIT,MOBILE,1,15857.14,16357.14,MIDRANGE PHONE
5/17/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,15883.92,16383.92,MIDRANGE PHONE
6/3/2018,2018-2019,1,P/M/A63,CASH,MOBILE,1,15883.92,16383.92,MIDRANGE PHONE
6/5/2018,2018-2019,1,P/M/A63,CREDIT,MOBILE,1,15883.92,16383.92,MIDRANGE PHONE
6/7/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,15883.92,16383.92,MIDRANGE PHONE
6/3/2019,2019-2020,1,P/M/A20,DEBIT,MOBILE,1,15960.72,16460.72,MIDRANGE PHONE
5/25/2019,2019-2020,1,P/M/A10,CASH,MOBILE,1,16008.92,16508.92,MIDRANGE PHONE
4/4/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,16375,16875,MIDRANGE PHONE
4/9/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,16375,16875,MIDRANGE PHONE
4/14/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,16375,16875,MIDRANGE PHONE
4/14/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,16375,16875,MIDRANGE PHONE
4/15/2018,2018-2019,1,P/M/A63,CREDIT,MOBILE,1,16375,16875,MIDRANGE PHONE
4/15/2018,2018-2019,1,P/M/A63,DEBIT,MOBILE,1,16375,16875,MIDRANGE PHONE
4/18/2018,2018-2019,1,P/M/A63,MOBILE PAYMENTS,MOBILE,1,16375,16875,MIDRANGE PHONE
4/21/2018,2018-2019,1,P/M/A63,CASH,MOBILE,1,16375,16875,MIDRANGE PHONE
4/25/2018,2018-2019,1,P/M/A63,DEBIT,MOBILE,1,16375,16875,MIDRANGE PHONE
5/7/2018,2018-2019,1,P/M/A63,CASH,MOBILE,1,16375,16875,MIDRANGE PHONE
4/11/2019,2019-2020,1,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
4/22/2019,2019-2020,1,P/M/A20,CREDIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
4/23/2019,2019-2020,1,P/M/A20,DEBIT,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
5/4/2019,2019-2020,1,P/M/A20,MOBILE PAYMENTS,MOBILE,1,16455.36,16955.36,MIDRANGE PHONE
4/17/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.21,17848.21,MIDRANGE PHONE
6/4/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.21,17848.21,MIDRANGE PHONE
4/1/2019,2019-2020,1,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/4/2019,2019-2020,1,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/6/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/6/2019,2019-2020,1,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/7/2019,2019-2020,1,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/7/2019,2019-2020,1,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/10/2019,2019-2020,1,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/11/2019,2019-2020,1,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/13/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/13/2019,2019-2020,1,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/15/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/17/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/21/2019,2019-2020,1,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/21/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/24/2019,2019-2020,1,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/28/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/1/2019,2019-2020,1,P/A/35,DEBIT,ACCESSORY,1,1788.14,2288.14,COVER
4/1/2019,2019-2020,1,P/M/A1,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
4/28/2019,2019-2020,1,P/M/A10,CASH,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/29/2019,2019-2020,1,P/M/A10,DEBIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/1/2019,2019-2020,1,P/M/A22,CREDIT,MOBILE,1,32526.78,33026.78,PREMIUM MIDRANGE PHONE
4/2/2019,2019-2020,1,P/A/20,CASH,ACCESSORY,1,685.6,1185.6,BATTERY
4/2/2019,2019-2020,1,P/A/22,DEBIT,ACCESSORY,1,474.58,974.58,CHARGER 
4/2/2019,2019-2020,1,P/A/47,CREDIT,ACCESSORY,1,1322.04,1822.04,WIRELESS HEADSET
4/2/2019,2019-2020,1,P/M/A24,CREDIT,MOBILE,1,982.14,1482.14,BUDGET PHONE
4/2/2019,2019-2020,1,P/M/A46,CREDIT,MOBILE,1,65482.14,65982.14,FLAGSHIP PHONE
4/3/2019,2019-2020,1,P/M/A1,DEBIT,MOBILE,1,7080.36,7580.36,BUDGET PHONE
4/4/2019,2019-2020,1,P/A/22,CREDIT,ACCESSORY,1,508.48,1008.48,CHARGER 
5/1/2019,2019-2020,1,P/M/A10,MOBILE PAYMENTS,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
5/1/2019,2019-2020,1,P/M/A10,CREDIT,MOBILE,1,17348.22,17848.22,MIDRANGE PHONE
4/5/2019,2019-2020,1,P/M/A1,CASH,MOBILE,1,7080.36,7580.36,BUDGET PHONE
